age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,age_group,probabilidad_exito
63,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,Senior,0.9288582312950219
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8468685278338705
30,admin.,married,university.degree,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,Joven,0.751877061231732
24,admin.,married,basic.9y,no,yes,no,cellular,may,wed,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.817129748675404
29,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,Joven,0.9093508867116626
34,admin.,married,high.school,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5105468726531313
27,management,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Joven,0.8366246249461737
35,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,Adulto,0.810867489686749
54,management,married,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.8289929692929082
35,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,Adulto,0.7719508852106165
37,management,divorced,university.degree,no,yes,no,cellular,may,mon,3,9,1,success,-1.8,92.893,-46.2,1.244,5099.1,Adulto,0.7423682671438504
30,self-employed,single,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,Joven,0.7871019743546631
31,technician,married,university.degree,no,no,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,Adulto,0.9501113156544568
82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,Senior,0.892461533867718
29,admin.,married,university.degree,no,no,no,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.5167315764228222
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,4,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,Adulto,0.8408651732157423
34,admin.,married,professional.course,no,yes,yes,cellular,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,Adulto,0.6972443344088123
32,services,single,university.degree,no,no,no,cellular,sep,thu,3,999,2,failure,-1.1,94.199,-37.5,0.884,4963.6,Adulto,0.6774112585508429
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5740760078573404
43,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Adulto,0.5008927151593386
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5087627360746824
32,entrepreneur,married,unknown,no,no,no,cellular,aug,mon,2,999,2,failure,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.6454246135110782
24,services,single,high.school,no,yes,no,cellular,jul,thu,2,9,2,failure,-1.7,94.215,-40.3,0.884,4991.6,Joven,0.9513767276272435
27,technician,single,university.degree,no,yes,no,cellular,aug,thu,3,999,5,failure,-1.7,94.027,-38.3,0.904,4991.6,Joven,0.8346683466287796
74,retired,married,basic.4y,no,no,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,Senior,0.778576583919465
27,services,single,university.degree,no,yes,no,cellular,mar,fri,3,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,Joven,0.8701127218645082
42,admin.,single,professional.course,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Adulto,0.6568018413781711
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Maduro,0.5497319420839328
54,management,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6699906894992984
27,admin.,married,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Joven,0.5166803150663468
36,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,Adulto,0.800438725533142
38,technician,single,professional.course,no,no,no,cellular,sep,thu,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Adulto,0.7870457853958567
72,retired,married,basic.4y,no,yes,no,cellular,jul,fri,2,999,1,failure,-1.7,94.215,-40.3,0.822,4991.6,Senior,0.8990200423814079
31,admin.,married,high.school,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.6462959148748184
48,services,married,basic.6y,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Maduro,0.8015881043417601
38,admin.,single,high.school,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.7723029534865857
37,admin.,single,university.degree,no,yes,no,cellular,oct,thu,3,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,Adulto,0.8529327444632041
41,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.5025597884764978
45,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,Adulto,0.7320326158454176
36,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.618158436004433
30,management,single,university.degree,no,no,yes,cellular,jun,fri,7,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Joven,0.8180262023620214
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Joven,0.6834874521790252
28,admin.,single,university.degree,no,yes,no,cellular,mar,thu,1,9,1,success,-1.8,93.369,-34.8,0.643,5008.7,Joven,0.981847798225953
41,entrepreneur,married,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Adulto,0.7965011245862896
42,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.567530355476684
36,blue-collar,married,unknown,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6424410970790262
77,retired,divorced,unknown,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,Senior,0.8914410859442862
58,self-employed,married,university.degree,no,no,no,cellular,aug,tue,4,6,3,success,-1.7,94.027,-38.3,0.895,4991.6,Maduro,0.9749661275049424
41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6436119365378333
18,student,single,high.school,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,Joven,0.8915280424655729
74,retired,married,basic.9y,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,Senior,0.7507700637671593
43,admin.,divorced,university.degree,no,no,no,telephone,apr,fri,4,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,Adulto,0.6827132680218345
67,retired,single,university.degree,no,yes,yes,cellular,mar,mon,22,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,Senior,0.7987734177795583
36,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,2,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,Adulto,0.6869912067509187
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6159223846723703
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,Joven,0.9447137421371626
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,Joven,0.9549184708995803
39,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Adulto,0.629103246047639
59,admin.,married,university.degree,no,no,yes,cellular,sep,wed,1,3,1,success,-1.1,94.199,-37.5,0.886,4963.6,Maduro,0.959705577929812
29,admin.,married,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,Joven,0.8006879347067914
33,admin.,married,university.degree,no,no,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Adulto,0.8249718325609726
55,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,Maduro,0.8449209882238785
34,admin.,single,university.degree,no,no,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Adulto,0.7138392315878365
29,admin.,single,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Joven,0.7466054626933117
45,management,married,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,Adulto,0.9166842066559815
70,retired,divorced,high.school,no,yes,no,telephone,may,wed,2,4,2,success,-1.8,93.876,-40.0,0.697,5008.7,Senior,0.9165293012183077
45,admin.,married,university.degree,no,unknown,unknown,cellular,sep,tue,6,999,1,failure,-3.4,92.379,-29.8,0.819,5017.5,Adulto,0.7132106206792294
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,3,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,Joven,0.9505523448381905
40,blue-collar,married,professional.course,no,no,no,telephone,dec,thu,1,999,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,Adulto,0.7841605337605209
38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Adulto,0.8422913759482082
35,services,married,university.degree,no,yes,no,telephone,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,Adulto,0.6648305984003762
70,retired,married,unknown,no,no,no,telephone,mar,mon,2,7,2,success,-1.8,93.369,-34.8,0.639,5008.7,Senior,0.9665012133423612
37,technician,married,university.degree,no,yes,no,telephone,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,Adulto,0.9072675269017078
59,admin.,married,high.school,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Maduro,0.6766698918685186
30,technician,single,professional.course,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.8043730986417604
38,technician,single,university.degree,no,yes,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5112178043404197
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Joven,0.5358361295689138
25,services,single,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,Joven,0.6479417549092195
27,technician,single,professional.course,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6,Joven,0.7854923328730828
28,student,single,basic.9y,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,Joven,0.8820216172138505
48,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,Maduro,0.7133766696771925
29,admin.,single,university.degree,no,yes,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,Joven,0.8629928509241016
53,admin.,married,high.school,no,yes,no,cellular,jul,thu,6,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,Maduro,0.8919786297597346
46,self-employed,single,university.degree,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Maduro,0.6306310724517421
21,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.6783915294657084
27,student,single,university.degree,unknown,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Joven,0.5173281492175115
34,admin.,married,university.degree,no,no,yes,cellular,dec,tue,2,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,Adulto,0.9686068744089587
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Joven,0.7186686017750047
70,retired,married,basic.4y,no,no,no,cellular,mar,mon,3,999,1,failure,-1.8,92.843,-50.0,1.629,5099.1,Senior,0.8136527000291643
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.7186760513332122
55,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6657414090240149
33,technician,single,basic.9y,no,yes,yes,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.6313216734537814
53,management,divorced,university.degree,no,no,yes,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,Maduro,0.9542614370375067
31,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,Adulto,0.8152626037202233
83,retired,married,university.degree,no,yes,no,cellular,jul,tue,1,6,2,success,-1.7,94.215,-40.3,0.835,4991.6,Senior,0.9844275355012291
19,student,single,basic.9y,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Joven,0.7214041538820061
78,retired,married,unknown,no,yes,no,cellular,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,Senior,0.9206989925074758
26,technician,single,university.degree,no,no,no,cellular,jul,fri,2,6,1,success,-1.7,94.215,-40.3,0.861,4991.6,Joven,0.9828381552313311
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,Senior,0.8746184269046802
21,student,single,high.school,no,yes,no,cellular,aug,tue,2,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,Joven,0.9121587377088551
27,admin.,single,university.degree,no,no,no,cellular,apr,tue,1,12,1,success,-1.8,93.749,-34.6,0.638,5008.7,Joven,0.9624088624735864
30,technician,single,professional.course,no,no,no,cellular,sep,tue,1,6,1,success,-1.1,94.199,-37.5,0.877,4963.6,Joven,0.9536811019666117
22,student,single,basic.9y,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,Joven,0.5644325788485468
23,student,single,high.school,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.7187981131033992
48,admin.,married,basic.6y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,Maduro,0.8763921913465885
18,student,single,basic.9y,no,yes,no,cellular,dec,mon,2,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,Joven,0.9031783623463412
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5828014750063732
20,student,single,high.school,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Joven,0.8826288234947439
28,services,married,high.school,no,no,yes,cellular,jun,wed,2,6,2,success,-1.7,94.055,-39.8,0.715,4991.6,Joven,0.9366570820249566
54,retired,divorced,university.degree,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Maduro,0.5437922374829386
40,admin.,married,high.school,no,no,no,cellular,oct,wed,3,999,1,failure,-3.4,92.431,-26.9,0.724,5017.5,Adulto,0.7873116505324217
26,unemployed,single,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,Joven,0.8375037057250423
39,admin.,married,university.degree,no,no,no,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,Adulto,0.7518028693858207
33,admin.,single,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Adulto,0.7025782105008423
49,management,married,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Maduro,0.7073736275788837
46,services,married,high.school,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5923039125129592
29,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Joven,0.5338072711816403
60,housemaid,married,university.degree,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,Maduro,0.7940133000317454
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.8139058925427111
26,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,15,1,success,-2.9,92.201,-31.4,0.883,5076.2,Joven,0.9528597018868425
63,admin.,married,university.degree,no,yes,no,cellular,oct,thu,2,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,Senior,0.974950350262789
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.6863850006964539
73,retired,divorced,basic.4y,no,no,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Senior,0.735969281059842
45,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5999785490583168
30,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,1,9,1,success,-1.7,94.027,-38.3,0.9,4991.6,Joven,0.984983672873861
38,entrepreneur,single,basic.4y,no,yes,yes,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6055678866569941
32,blue-collar,single,high.school,no,no,no,cellular,apr,fri,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5062676328046438
28,student,single,high.school,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Joven,0.8488853956097506
58,retired,married,basic.4y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.598483554260639
38,admin.,married,high.school,no,yes,yes,telephone,jul,wed,3,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,Adulto,0.6556141717729063
49,technician,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,Maduro,0.8000064041166132
26,student,single,university.degree,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8651531082385092
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6840508617895684
34,student,single,professional.course,no,yes,no,telephone,oct,fri,1,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,Adulto,0.8195632622385516
27,admin.,married,high.school,no,no,no,cellular,nov,mon,1,4,2,failure,-3.4,92.649,-30.1,0.714,5017.5,Joven,0.8996721448030269
57,blue-collar,married,high.school,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Maduro,0.6234487734559554
28,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.7064525921927027
79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,Senior,0.9678792847567949
37,technician,single,university.degree,no,yes,yes,cellular,aug,thu,2,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.9446663289090882
71,retired,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,Senior,0.8670791821222915
48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.8723989131183978
28,technician,single,professional.course,no,yes,no,cellular,apr,thu,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,Joven,0.5418083831004468
37,services,married,high.school,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Adulto,0.7975269286831459
30,technician,married,professional.course,no,yes,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,Joven,0.8614061382394682
29,admin.,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,-1.8,93.876,-40.0,0.69,5008.7,Joven,0.7113704490352406
23,student,single,high.school,no,no,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,Joven,0.7574963749116576
73,retired,married,university.degree,no,yes,no,cellular,mar,tue,1,999,1,failure,-1.8,92.843,-50.0,1.687,5099.1,Senior,0.8520014174873749
34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,1,3,2,success,-1.8,93.369,-34.8,0.652,5008.7,Adulto,0.9759092194157085
27,entrepreneur,married,professional.course,no,unknown,unknown,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Joven,0.7027342145985304
26,technician,single,professional.course,no,no,yes,cellular,nov,wed,1,9,2,failure,-3.4,92.649,-30.1,0.719,5017.5,Joven,0.9224992787864796
43,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Adulto,0.8191626928266135
19,student,single,unknown,no,yes,yes,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.730763632712259
32,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,3,1,success,-2.9,92.201,-31.4,0.879,5076.2,Adulto,0.9413033907277518
29,admin.,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.5527352076975712
71,retired,married,basic.4y,no,no,no,cellular,oct,thu,2,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5,Senior,0.823527718448063
34,technician,single,university.degree,no,no,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,Adulto,0.8709177658767328
42,management,single,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,-1.8,93.876,-40.0,0.701,5008.7,Adulto,0.6253778398316457
24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,1,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.7431433180233401
46,unknown,single,unknown,unknown,yes,no,cellular,dec,mon,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,Maduro,0.9670926741310752
29,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,6,1,success,-1.7,94.215,-40.3,0.81,4991.6,Joven,0.9806123370838387
28,technician,single,university.degree,no,yes,no,cellular,mar,mon,12,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Joven,0.8063558892996405
32,admin.,married,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Adulto,0.685417877560547
31,housemaid,single,university.degree,no,no,no,telephone,nov,mon,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,Adulto,0.6915131270217518
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.9402705997812663
55,retired,married,basic.4y,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,Maduro,0.8738880686783346
70,retired,divorced,basic.9y,no,no,no,telephone,dec,wed,2,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,Senior,0.8654893672025025
44,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6218447607322405
36,admin.,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5152284723953655
36,admin.,single,high.school,no,unknown,unknown,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,Adulto,0.8076464330234618
40,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6265986114179476
25,student,single,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Joven,0.5243401553364212
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6043393762929334
34,self-employed,single,university.degree,no,no,yes,telephone,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Adulto,0.7269669923942582
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6380406198950355
36,unemployed,married,unknown,unknown,no,no,cellular,sep,wed,1,999,1,failure,-3.4,92.379,-29.8,0.781,5017.5,Adulto,0.7197089242408174
32,technician,married,professional.course,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,Adulto,0.766103516122464
28,admin.,single,high.school,no,no,no,telephone,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,Joven,0.7735976454072263
56,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,Maduro,0.8200830960309262
51,blue-collar,married,basic.4y,no,no,yes,cellular,jun,mon,1,3,1,success,-1.7,94.055,-39.8,0.754,4991.6,Maduro,0.92243486765238
35,technician,single,professional.course,no,yes,no,cellular,jul,tue,1,11,2,success,-1.7,94.215,-40.3,0.835,4991.6,Adulto,0.9720293052941195
26,admin.,single,university.degree,no,no,no,telephone,apr,fri,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.5251227831973866
